sku,produto,quantidade_vendida,primeiro_nome,sobrenome,data,loja,preco_unitario,faturamento,dia,mes_num,mes,ano,semana,nome_completo
HL4379,Televisão,2,Juliana,Hollander,2018-03-09,Rio de Janeiro,2500.0,5000.0,9,3,Mar,2018,Sex,Juliana Hollander
HL7348,SmartWatch,4,Deysiane,Bach,2018-02-13,Rio de Janeiro,1400.0,5600.0,13,2,Fev,2018,Ter,Deysiane Bach
HL1148,Câmera,5,Renan,Nascimento,2018-02-15,Rio de Janeiro,2100.0,10500.0,15,2,Fev,2018,Qui,Renan Nascimento
HL9962,Android,3,Victor,Magalhães,2018-07-21,Rio de Janeiro,3400.0,10200.0,21,7,Jul,2018,Sáb,Victor Magalhães
HL9962,Android,5,Raphael,Machado,2018-03-08,Rio de Janeiro,3400.0,17000.0,8,3,Mar,2018,Qui,Raphael Machado
HL1918,iPhone,2,Ana,Miura,2018-11-29,Rio de Janeiro,5300.0,10600.0,29,11,Nov,2018,Qui,Ana Miura
HL1918,iPhone,3,Raíssa,Nimer,2018-05-17,Rio de Janeiro,5300.0,15900.0,17,5,Mai,2018,Qui,Raíssa Nimer
HL1148,Câmera,1,Bianca,Procaci,2018-03-29,Rio de Janeiro,2100.0,2100.0,29,3,Mar,2018,Qui,Bianca Procaci
HL8851,Notebook,2,Milena,Pereira,2018-10-16,Rio de Janeiro,3500.0,7000.0,16,10,Out,2018,Ter,Milena Pereira
HL2714,Tablet,2,Carolina,Brum,2018-08-30,Rio de Janeiro,1600.0,3200.0,30,8,Ago,2018,Qui,Carolina Brum
HL4379,Televisão,2,Norman,Jimbo,2018-02-13,Rio de Janeiro,2500.0,5000.0,13,2,Fev,2018,Ter,Norman Jimbo
HL9962,Android,1,Thainá,Binello,2018-07-17,Rio de Janeiro,3400.0,3400.0,17,7,Jul,2018,Ter,Thainá Binello
HL4379,Televisão,1,Lucas,Machado,2018-05-16,Rio de Janeiro,2500.0,2500.0,16,5,Mai,2018,Qua,Lucas Machado
HL1918,iPhone,5,Ana,Felippe,2018-06-10,Rio de Janeiro,5300.0,26500.0,10,6,Jun,2018,Dom,Ana Felippe
HL4379,Televisão,3,Diego,Marchesi,2018-03-29,Rio de Janeiro,2500.0,7500.0,29,3,Mar,2018,Qui,Diego Marchesi
HL2714,Tablet,4,Igor,Azevedo,2018-04-07,Rio de Janeiro,1600.0,6400.0,7,4,Abr,2018,Sáb,Igor Azevedo
HL7348,SmartWatch,1,Bruna,Rosa,2018-02-22,Rio de Janeiro,1400.0,1400.0,22,2,Fev,2018,Qui,Bruna Rosa
HL1918,iPhone,3,José,Carvalho,2018-11-03,Rio de Janeiro,5300.0,15900.0,3,11,Nov,2018,Sáb,José Carvalho
HL1918,iPhone,2,Caio,Ferreira,2018-06-14,Rio de Janeiro,5300.0,10600.0,14,6,Jun,2018,Qui,Caio Ferreira
HL1918,iPhone,2,Wilson,Vianna,2018-05-05,Rio de Janeiro,5300.0,10600.0,5,5,Mai,2018,Sáb,Wilson Vianna
HL8851,Notebook,1,Miguel,Carneiro,2018-12-04,Rio de Janeiro,3500.0,3500.0,4,12,Dez,2018,Ter,Miguel Carneiro
HL1918,iPhone,5,Ana,Fioretti,2018-01-01,Rio de Janeiro,5300.0,26500.0,1,1,Jan,2018,Seg,Ana Fioretti
HL8851,Notebook,3,Victor,Magalhães,2018-03-30,Rio de Janeiro,3500.0,10500.0,30,3,Mar,2018,Sex,Victor Magalhães
HL1918,iPhone,2,Mariana,Baptista,2018-09-22,Rio de Janeiro,5300.0,10600.0,22,9,Set,2018,Sáb,Mariana Baptista
HL8851,Notebook,4,Isaac,Santos,2018-08-03,Rio de Janeiro,3500.0,14000.0,3,8,Ago,2018,Sex,Isaac Santos
HL1148,Câmera,1,Felipe,Jorge,2018-09-20,Rio de Janeiro,2100.0,2100.0,20,9,Set,2018,Qui,Felipe Jorge
HL1918,iPhone,1,Maria,Junior,2018-06-01,Rio de Janeiro,5300.0,5300.0,1,6,Jun,2018,Sex,Maria Junior
HL1148,Câmera,2,Maria,Moita,2018-09-25,Rio de Janeiro,2100.0,4200.0,25,9,Set,2018,Ter,Maria Moita
HL1918,iPhone,4,Breno,Varella,2018-06-22,Rio de Janeiro,5300.0,21200.0,22,6,Jun,2018,Sex,Breno Varella
HL8851,Notebook,3,Maria,Gasperi,2018-09-11,Rio de Janeiro,3500.0,10500.0,11,9,Set,2018,Ter,Maria Gasperi
HL1918,iPhone,2,Ana,Felippe,2018-09-19,Rio de Janeiro,5300.0,10600.0,19,9,Set,2018,Qua,Ana Felippe
HL4379,Televisão,3,Alexandre,Dantas,2018-09-10,Rio de Janeiro,2500.0,7500.0,10,9,Set,2018,Seg,Alexandre Dantas
HL8851,Notebook,3,Kimberly,Sad,2018-08-17,Rio de Janeiro,3500.0,10500.0,17,8,Ago,2018,Sex,Kimberly Sad
HL9962,Android,3,Ana,Gomes,2018-12-25,Rio de Janeiro,3400.0,10200.0,25,12,Dez,2018,Ter,Ana Gomes
HL2714,Tablet,1,Gabriela,Mello,2018-04-03,Rio de Janeiro,1600.0,1600.0,3,4,Abr,2018,Ter,Gabriela Mello
HL4379,Televisão,2,Thiago,Veiga,2018-06-16,Rio de Janeiro,2500.0,5000.0,16,6,Jun,2018,Sáb,Thiago Veiga
HL4379,Televisão,2,Carlos,Barbosa,2018-12-22,Rio de Janeiro,2500.0,5000.0,22,12,Dez,2018,Sáb,Carlos Barbosa
HL4379,Televisão,1,Gabrielle,Costa,2018-06-19,Rio de Janeiro,2500.0,2500.0,19,6,Jun,2018,Ter,Gabrielle Costa
HL4379,Televisão,1,Carolina,Santos,2018-08-30,Rio de Janeiro,2500.0,2500.0,30,8,Ago,2018,Qui,Carolina Santos
HL1918,iPhone,4,Isabelle,Gonçalves,2018-02-16,Rio de Janeiro,5300.0,21200.0,16,2,Fev,2018,Sex,Isabelle Gonçalves
HL9962,Android,3,Gabrielle,Wanderley,2018-05-09,Rio de Janeiro,3400.0,10200.0,9,5,Mai,2018,Qua,Gabrielle Wanderley
HL1148,Câmera,2,Rodrigo,Silva,2018-06-02,Rio de Janeiro,2100.0,4200.0,2,6,Jun,2018,Sáb,Rodrigo Silva
HL1918,iPhone,4,Felipe,Freitas,2018-10-16,Rio de Janeiro,5300.0,21200.0,16,10,Out,2018,Ter,Felipe Freitas
HL1918,iPhone,4,Deysiane,Medronho,2018-02-20,Rio de Janeiro,5300.0,21200.0,20,2,Fev,2018,Ter,Deysiane Medronho
HL1918,iPhone,1,Caroline,Pinto,2018-12-04,Rio de Janeiro,5300.0,5300.0,4,12,Dez,2018,Ter,Caroline Pinto
HL1918,iPhone,5,Stephanie,Novak,2018-07-04,Rio de Janeiro,5300.0,26500.0,4,7,Jul,2018,Qua,Stephanie Novak
HL1918,iPhone,1,Marcos,Nucci,2018-06-27,Rio de Janeiro,5300.0,5300.0,27,6,Jun,2018,Qua,Marcos Nucci
HL1918,iPhone,3,Paloma,Sperandei,2018-03-23,Rio de Janeiro,5300.0,15900.0,23,3,Mar,2018,Sex,Paloma Sperandei
HL4379,Televisão,2,Caroline,Delgado,2018-03-09,Rio de Janeiro,2500.0,5000.0,9,3,Mar,2018,Sex,Caroline Delgado
HL1918,iPhone,5,Pedro,Lyra,2018-03-31,Rio de Janeiro,5300.0,26500.0,31,3,Mar,2018,Sáb,Pedro Lyra
HL1918,iPhone,3,Matheus,Miranda,2018-09-08,Rio de Janeiro,5300.0,15900.0,8,9,Set,2018,Sáb,Matheus Miranda
HL1148,Câmera,5,Bruno,Barcessat,2018-06-27,Rio de Janeiro,2100.0,10500.0,27,6,Jun,2018,Qua,Bruno Barcessat
HL1918,iPhone,1,Jéssica,Netto,2018-02-21,Rio de Janeiro,5300.0,5300.0,21,2,Fev,2018,Qua,Jéssica Netto
HL1918,iPhone,3,João,Ribeiro,2018-01-22,Rio de Janeiro,5300.0,15900.0,22,1,Jan,2018,Seg,João Ribeiro
HL8851,Notebook,5,Wen,Santos,2018-02-08,Rio de Janeiro,3500.0,17500.0,8,2,Fev,2018,Qui,Wen Santos
HL9962,Android,2,Maria,Gasperi,2018-08-03,Rio de Janeiro,3400.0,6800.0,3,8,Ago,2018,Sex,Maria Gasperi
HL1918,iPhone,1,Victor,Gomes,2018-09-05,Rio de Janeiro,5300.0,5300.0,5,9,Set,2018,Qua,Victor Gomes
HL1918,iPhone,2,Carlos,Araujo,2018-07-28,Rio de Janeiro,5300.0,10600.0,28,7,Jul,2018,Sáb,Carlos Araujo
HL4379,Televisão,2,Viviane,Souza,2018-12-11,Rio de Janeiro,2500.0,5000.0,11,12,Dez,2018,Ter,Viviane Souza
HL1918,iPhone,5,Bruna,Soares,2018-03-23,Rio de Janeiro,5300.0,26500.0,23,3,Mar,2018,Sex,Bruna Soares
HL9962,Android,1,Renan,Melo,2018-11-28,Rio de Janeiro,3400.0,3400.0,28,11,Nov,2018,Qua,Renan Melo
HL7348,SmartWatch,3,William,Mendonça,2018-11-25,Rio de Janeiro,1400.0,4200.0,25,11,Nov,2018,Dom,William Mendonça
HL9962,Android,5,Ana,Gonzaga,2018-05-17,Rio de Janeiro,3400.0,17000.0,17,5,Mai,2018,Qui,Ana Gonzaga
HL2714,Tablet,5,Elaine,Santos,2018-11-02,Rio de Janeiro,1600.0,8000.0,2,11,Nov,2018,Sex,Elaine Santos
HL4379,Televisão,4,Mateus,Polastri,2018-09-06,Rio de Janeiro,2500.0,10000.0,6,9,Set,2018,Qui,Mateus Polastri
HL8851,Notebook,5,Juliana,Hollander,2018-07-24,Rio de Janeiro,3500.0,17500.0,24,7,Jul,2018,Ter,Juliana Hollander
HL9962,Android,2,Larissa,Jesus,2018-02-15,Rio de Janeiro,3400.0,6800.0,15,2,Fev,2018,Qui,Larissa Jesus
HL2714,Tablet,5,Gabriel,Pereira,2018-02-19,Rio de Janeiro,1600.0,8000.0,19,2,Fev,2018,Seg,Gabriel Pereira
HL1918,iPhone,2,Roberta,Nogueira,2018-01-11,Rio de Janeiro,5300.0,10600.0,11,1,Jan,2018,Qui,Roberta Nogueira
HL1148,Câmera,2,Juliana,Souza,2018-01-22,Rio de Janeiro,2100.0,4200.0,22,1,Jan,2018,Seg,Juliana Souza
HL2714,Tablet,2,Larissa,Vasconcellos,2018-08-15,Rio de Janeiro,1600.0,3200.0,15,8,Ago,2018,Qua,Larissa Vasconcellos
HL1918,iPhone,4,Giuseppe,Bhering,2018-11-15,Rio de Janeiro,5300.0,21200.0,15,11,Nov,2018,Qui,Giuseppe Bhering
HL1918,iPhone,4,Renan,Firmino,2018-04-04,Rio de Janeiro,5300.0,21200.0,4,4,Abr,2018,Qua,Renan Firmino
HL1918,iPhone,1,Matheus,Souza,2018-07-04,Rio de Janeiro,5300.0,5300.0,4,7,Jul,2018,Qua,Matheus Souza
HL4379,Televisão,3,Lucas,Wanderley,2018-04-08,Rio de Janeiro,2500.0,7500.0,8,4,Abr,2018,Dom,Lucas Wanderley
HL8851,Notebook,4,Dykson,Silva,2018-07-07,Rio de Janeiro,3500.0,14000.0,7,7,Jul,2018,Sáb,Dykson Silva
HL9962,Android,2,Thais,Rodrigues,2018-05-06,Rio de Janeiro,3400.0,6800.0,6,5,Mai,2018,Dom,Thais Rodrigues
HL4379,Televisão,4,Julia,Teixeira,2018-06-12,Rio de Janeiro,2500.0,10000.0,12,6,Jun,2018,Ter,Julia Teixeira
HL7348,SmartWatch,3,Felipe,Mello,2018-03-07,Rio de Janeiro,1400.0,4200.0,7,3,Mar,2018,Qua,Felipe Mello
HL8851,Notebook,3,Lucas,Destri,2018-01-23,Rio de Janeiro,3500.0,10500.0,23,1,Jan,2018,Ter,Lucas Destri
HL4379,Televisão,5,Isabella,Scalabrin,2018-02-20,Rio de Janeiro,2500.0,12500.0,20,2,Fev,2018,Ter,Isabella Scalabrin
HL1148,Câmera,3,Ives,Teixeira,2018-04-21,Rio de Janeiro,2100.0,6300.0,21,4,Abr,2018,Sáb,Ives Teixeira
HL1148,Câmera,5,Breno,Caputo,2018-12-06,Rio de Janeiro,2100.0,10500.0,6,12,Dez,2018,Qui,Breno Caputo
HL8851,Notebook,2,Ulisses,Quinto,2018-07-18,Rio de Janeiro,3500.0,7000.0,18,7,Jul,2018,Qua,Ulisses Quinto
HL8851,Notebook,1,Nina,Magalhães,2018-07-10,Rio de Janeiro,3500.0,3500.0,10,7,Jul,2018,Ter,Nina Magalhães
HL1918,iPhone,2,Julia,Figueiredo,2018-03-31,Rio de Janeiro,5300.0,10600.0,31,3,Mar,2018,Sáb,Julia Figueiredo
HL1918,iPhone,2,Aline,Mello,2018-02-23,Rio de Janeiro,5300.0,10600.0,23,2,Fev,2018,Sex,Aline Mello
HL7348,SmartWatch,4,João,Castilho,2018-01-27,Rio de Janeiro,1400.0,5600.0,27,1,Jan,2018,Sáb,João Castilho
HL8851,Notebook,2,Lucas,Reis,2018-01-07,Rio de Janeiro,3500.0,7000.0,7,1,Jan,2018,Dom,Lucas Reis
HL1918,iPhone,2,Pedro,Xavier,2018-08-30,Rio de Janeiro,5300.0,10600.0,30,8,Ago,2018,Qui,Pedro Xavier
HL7348,SmartWatch,3,João,Menezes,2018-06-19,Rio de Janeiro,1400.0,4200.0,19,6,Jun,2018,Ter,João Menezes
HL7348,SmartWatch,3,José,Fonseca,2018-02-20,Rio de Janeiro,1400.0,4200.0,20,2,Fev,2018,Ter,José Fonseca
HL1918,iPhone,5,Caio,Silva,2018-11-24,Rio de Janeiro,5300.0,26500.0,24,11,Nov,2018,Sáb,Caio Silva
HL2714,Tablet,1,Diego,Rodrigues,2018-06-06,Rio de Janeiro,1600.0,1600.0,6,6,Jun,2018,Qua,Diego Rodrigues
HL2714,Tablet,3,Juliana,Guimarães,2018-05-12,Rio de Janeiro,1600.0,4800.0,12,5,Mai,2018,Sáb,Juliana Guimarães
HL4379,Televisão,5,Matheus,Miranda,2018-02-13,Rio de Janeiro,2500.0,12500.0,13,2,Fev,2018,Ter,Matheus Miranda
HL2714,Tablet,2,Maria,Moita,2018-11-05,Rio de Janeiro,1600.0,3200.0,5,11,Nov,2018,Seg,Maria Moita
HL4379,Televisão,2,Beatriz,Santos,2018-11-29,Rio de Janeiro,2500.0,5000.0,29,11,Nov,2018,Qui,Beatriz Santos
HL9962,Android,5,Camilla,Cardeman,2018-11-20,Rio de Janeiro,3400.0,17000.0,20,11,Nov,2018,Ter,Camilla Cardeman
HL9962,Android,1,Guilherme,Castilho,2018-02-17,Rio de Janeiro,3400.0,3400.0,17,2,Fev,2018,Sáb,Guilherme Castilho
HL1918,iPhone,5,Jeferson,Costa,2018-02-14,Rio de Janeiro,5300.0,26500.0,14,2,Fev,2018,Qua,Jeferson Costa
HL2714,Tablet,2,Gabrielle,Silva,2018-10-26,Rio de Janeiro,1600.0,3200.0,26,10,Out,2018,Sex,Gabrielle Silva
HL8851,Notebook,4,Daniel,Felippe,2018-10-04,Rio de Janeiro,3500.0,14000.0,4,10,Out,2018,Qui,Daniel Felippe
HL4379,Televisão,5,Lucas,Freitas,2018-11-11,Rio de Janeiro,2500.0,12500.0,11,11,Nov,2018,Dom,Lucas Freitas
HL8851,Notebook,2,Myllena,Carneiro,2018-09-10,Rio de Janeiro,3500.0,7000.0,10,9,Set,2018,Seg,Myllena Carneiro
HL1148,Câmera,3,Juliana,Goes,2018-04-15,Rio de Janeiro,2100.0,6300.0,15,4,Abr,2018,Dom,Juliana Goes
HL9962,Android,2,Guilherme,Merotto,2018-08-15,Rio de Janeiro,3400.0,6800.0,15,8,Ago,2018,Qua,Guilherme Merotto
HL7348,SmartWatch,5,Sylvio,Bernhardt,2018-02-21,Rio de Janeiro,1400.0,7000.0,21,2,Fev,2018,Qua,Sylvio Bernhardt
HL9962,Android,5,Carlos,Galvão,2018-09-17,Rio de Janeiro,3400.0,17000.0,17,9,Set,2018,Seg,Carlos Galvão
HL4379,Televisão,5,Guilherme,Seixas,2018-07-23,Rio de Janeiro,2500.0,12500.0,23,7,Jul,2018,Seg,Guilherme Seixas
HL1148,Câmera,2,Itai,Puntel,2018-12-30,Rio de Janeiro,2100.0,4200.0,30,12,Dez,2018,Dom,Itai Puntel
HL1918,iPhone,1,Ramon,Araujo,2018-09-11,Rio de Janeiro,5300.0,5300.0,11,9,Set,2018,Ter,Ramon Araujo
HL1918,iPhone,3,João,Capitulo,2018-10-10,Rio de Janeiro,5300.0,15900.0,10,10,Out,2018,Qua,João Capitulo
HL1918,iPhone,1,Pedro,Costa,2018-11-30,Rio de Janeiro,5300.0,5300.0,30,11,Nov,2018,Sex,Pedro Costa
HL9962,Android,1,Isabelle,Firmino,2018-03-06,Rio de Janeiro,3400.0,3400.0,6,3,Mar,2018,Ter,Isabelle Firmino
HL1918,iPhone,1,Igor,Azevedo,2018-05-08,Rio de Janeiro,5300.0,5300.0,8,5,Mai,2018,Ter,Igor Azevedo
HL9962,Android,4,Pedro,Jorge,2018-01-24,Rio de Janeiro,3400.0,13600.0,24,1,Jan,2018,Qua,Pedro Jorge
HL9962,Android,1,Myllena,Carneiro,2018-12-30,Rio de Janeiro,3400.0,3400.0,30,12,Dez,2018,Dom,Myllena Carneiro
HL4379,Televisão,2,Gabrielle,Costa,2018-10-11,Rio de Janeiro,2500.0,5000.0,11,10,Out,2018,Qui,Gabrielle Costa
HL2714,Tablet,3,Caroline,Delgado,2018-12-31,Rio de Janeiro,1600.0,4800.0,31,12,Dez,2018,Seg,Caroline Delgado
HL2714,Tablet,4,Bruno,Barcessat,2018-03-31,Rio de Janeiro,1600.0,6400.0,31,3,Mar,2018,Sáb,Bruno Barcessat
HL1148,Câmera,2,Lara,Moreira,2018-05-18,Rio de Janeiro,2100.0,4200.0,18,5,Mai,2018,Sex,Lara Moreira
HL8851,Notebook,4,Raissa,Maia,2018-06-30,Rio de Janeiro,3500.0,14000.0,30,6,Jun,2018,Sáb,Raissa Maia
HL1918,iPhone,1,Wilson,Brandão,2018-03-20,Rio de Janeiro,5300.0,5300.0,20,3,Mar,2018,Ter,Wilson Brandão
HL9962,Android,1,Matheus,Figueiredo,2018-10-24,Rio de Janeiro,3400.0,3400.0,24,10,Out,2018,Qua,Matheus Figueiredo
HL4379,Televisão,1,Guilherme,Castilho,2018-01-25,Rio de Janeiro,2500.0,2500.0,25,1,Jan,2018,Qui,Guilherme Castilho
HL9962,Android,4,Rogério,Gentile,2018-10-21,Rio de Janeiro,3400.0,13600.0,21,10,Out,2018,Dom,Rogério Gentile
HL1918,iPhone,2,Débora,Lopes,2018-03-15,Rio de Janeiro,5300.0,10600.0,15,3,Mar,2018,Qui,Débora Lopes
HL1148,Câmera,3,Carlos,Mesquita,2018-12-06,Rio de Janeiro,2100.0,6300.0,6,12,Dez,2018,Qui,Carlos Mesquita
HL4379,Televisão,3,Brenno,Santos,2018-11-16,Rio de Janeiro,2500.0,7500.0,16,11,Nov,2018,Sex,Brenno Santos
HL1148,Câmera,2,Patrícia,Amaral,2018-09-08,Rio de Janeiro,2100.0,4200.0,8,9,Set,2018,Sáb,Patrícia Amaral
HL1918,iPhone,1,Jéssica,Teixeira,2018-04-28,Rio de Janeiro,5300.0,5300.0,28,4,Abr,2018,Sáb,Jéssica Teixeira
HL7348,SmartWatch,4,Beatriz,Cavalcanti,2018-12-26,Rio de Janeiro,1400.0,5600.0,26,12,Dez,2018,Qua,Beatriz Cavalcanti
HL1918,iPhone,3,Amanda,Roberto,2018-01-08,Rio de Janeiro,5300.0,15900.0,8,1,Jan,2018,Seg,Amanda Roberto
HL4379,Televisão,1,Cícero,Ramos,2018-01-04,Rio de Janeiro,2500.0,2500.0,4,1,Jan,2018,Qui,Cícero Ramos
HL1918,iPhone,1,Felipe,Freitas,2018-07-03,Rio de Janeiro,5300.0,5300.0,3,7,Jul,2018,Ter,Felipe Freitas
HL4379,Televisão,3,João,Júnior,2018-02-21,Rio de Janeiro,2500.0,7500.0,21,2,Fev,2018,Qua,João Júnior
HL1918,iPhone,3,Rodrigo,Bruno,2018-08-26,Rio de Janeiro,5300.0,15900.0,26,8,Ago,2018,Dom,Rodrigo Bruno
HL1918,iPhone,1,Paola,Abreu,2018-02-19,Rio de Janeiro,5300.0,5300.0,19,2,Fev,2018,Seg,Paola Abreu
HL4379,Televisão,2,Anna,Silva,2018-07-02,Rio de Janeiro,2500.0,5000.0,2,7,Jul,2018,Seg,Anna Silva
HL8851,Notebook,3,Lucas,Almeida,2018-03-06,Rio de Janeiro,3500.0,10500.0,6,3,Mar,2018,Ter,Lucas Almeida
HL7348,SmartWatch,3,Bruna,Rosa,2018-01-24,Rio de Janeiro,1400.0,4200.0,24,1,Jan,2018,Qua,Bruna Rosa
HL8851,Notebook,4,Pedro,Bitencourt,2018-03-14,Rio de Janeiro,3500.0,14000.0,14,3,Mar,2018,Qua,Pedro Bitencourt
HL1918,iPhone,3,Matheus,Miranda,2018-12-11,Rio de Janeiro,5300.0,15900.0,11,12,Dez,2018,Ter,Matheus Miranda
HL7348,SmartWatch,2,Lorena,Carvalho,2018-11-20,Rio de Janeiro,1400.0,2800.0,20,11,Nov,2018,Ter,Lorena Carvalho
HL1148,Câmera,3,Lucas,Baptista,2018-07-15,Rio de Janeiro,2100.0,6300.0,15,7,Jul,2018,Dom,Lucas Baptista
HL1918,iPhone,3,Bárbara,Cavalcante,2018-04-03,Rio de Janeiro,5300.0,15900.0,3,4,Abr,2018,Ter,Bárbara Cavalcante
HL4379,Televisão,2,Fillipe,Almeida,2018-05-22,Rio de Janeiro,2500.0,5000.0,22,5,Mai,2018,Ter,Fillipe Almeida
HL7348,SmartWatch,5,Carlos,Araujo,2018-04-25,Rio de Janeiro,1400.0,7000.0,25,4,Abr,2018,Qua,Carlos Araujo
HL8851,Notebook,3,Daniel,Felippe,2018-11-15,Rio de Janeiro,3500.0,10500.0,15,11,Nov,2018,Qui,Daniel Felippe
HL7348,SmartWatch,1,Lucas,Rodrigues,2018-08-29,Rio de Janeiro,1400.0,1400.0,29,8,Ago,2018,Qua,Lucas Rodrigues
HL4379,Televisão,2,Guido,Monteiro,2018-10-10,Rio de Janeiro,2500.0,5000.0,10,10,Out,2018,Qua,Guido Monteiro
HL1918,iPhone,2,João,Pedrazza,2018-03-19,Rio de Janeiro,5300.0,10600.0,19,3,Mar,2018,Seg,João Pedrazza
HL4379,Televisão,5,Gabrielle,Figueiredo,2018-01-10,Rio de Janeiro,2500.0,12500.0,10,1,Jan,2018,Qua,Gabrielle Figueiredo
HL1918,iPhone,4,Lorena,Carvalho,2018-08-31,Rio de Janeiro,5300.0,21200.0,31,8,Ago,2018,Sex,Lorena Carvalho
HL9962,Android,5,Carolina,Abrahão,2018-01-27,Rio de Janeiro,3400.0,17000.0,27,1,Jan,2018,Sáb,Carolina Abrahão
HL7348,SmartWatch,2,Arthur,Rocha,2018-03-16,Rio de Janeiro,1400.0,2800.0,16,3,Mar,2018,Sex,Arthur Rocha
HL1918,iPhone,1,David,Campelo,2018-02-20,Rio de Janeiro,5300.0,5300.0,20,2,Fev,2018,Ter,David Campelo
HL9962,Android,4,Felipe,Cavalcanti,2018-07-04,Rio de Janeiro,3400.0,13600.0,4,7,Jul,2018,Qua,Felipe Cavalcanti
HL1918,iPhone,1,Yasser,Calbucci,2018-11-29,Rio de Janeiro,5300.0,5300.0,29,11,Nov,2018,Qui,Yasser Calbucci
HL4379,Televisão,2,Carlos,Portela,2018-03-16,Rio de Janeiro,2500.0,5000.0,16,3,Mar,2018,Sex,Carlos Portela
HL2714,Tablet,2,Norman,Jimbo,2018-10-21,Rio de Janeiro,1600.0,3200.0,21,10,Out,2018,Dom,Norman Jimbo
HL1148,Câmera,1,Rafael,Guimarães,2018-03-05,Rio de Janeiro,2100.0,2100.0,5,3,Mar,2018,Seg,Rafael Guimarães
HL1918,iPhone,5,Stefan,Nunes,2018-01-21,Rio de Janeiro,5300.0,26500.0,21,1,Jan,2018,Dom,Stefan Nunes
HL1918,iPhone,1,Tainah,Nogueira,2018-11-14,Rio de Janeiro,5300.0,5300.0,14,11,Nov,2018,Qua,Tainah Nogueira
HL4379,Televisão,4,Morgana,Correa,2018-04-04,Rio de Janeiro,2500.0,10000.0,4,4,Abr,2018,Qua,Morgana Correa
HL7348,SmartWatch,5,Roger,Rosa,2018-01-20,Rio de Janeiro,1400.0,7000.0,20,1,Jan,2018,Sáb,Roger Rosa
HL4379,Televisão,1,Adriano,Silva,2018-06-15,Rio de Janeiro,2500.0,2500.0,15,6,Jun,2018,Sex,Adriano Silva
HL4379,Televisão,5,Lucas,Villanova,2018-01-30,Rio de Janeiro,2500.0,12500.0,30,1,Jan,2018,Ter,Lucas Villanova
HL4379,Televisão,5,Laura,Araujo,2018-06-16,Rio de Janeiro,2500.0,12500.0,16,6,Jun,2018,Sáb,Laura Araujo
HL4379,Televisão,1,Caio,Ferreira,2018-07-14,Rio de Janeiro,2500.0,2500.0,14,7,Jul,2018,Sáb,Caio Ferreira
HL2714,Tablet,4,Henrique,Silva,2018-08-26,Rio de Janeiro,1600.0,6400.0,26,8,Ago,2018,Dom,Henrique Silva
HL4379,Televisão,4,Ylana,Teraoka,2018-12-01,Rio de Janeiro,2500.0,10000.0,1,12,Dez,2018,Sáb,Ylana Teraoka
HL9962,Android,4,Matheus,Miranda,2018-07-22,Rio de Janeiro,3400.0,13600.0,22,7,Jul,2018,Dom,Matheus Miranda
HL1148,Câmera,4,Milena,Alcoforado,2018-02-21,Rio de Janeiro,2100.0,8400.0,21,2,Fev,2018,Qua,Milena Alcoforado
HL4379,Televisão,1,Lucas,Freitas,2018-10-15,Rio de Janeiro,2500.0,2500.0,15,10,Out,2018,Seg,Lucas Freitas
HL8851,Notebook,5,Carolina,Siqueira,2018-11-24,Rio de Janeiro,3500.0,17500.0,24,11,Nov,2018,Sáb,Carolina Siqueira
HL1148,Câmera,3,João,Costa,2018-08-25,Rio de Janeiro,2100.0,6300.0,25,8,Ago,2018,Sáb,João Costa
HL1918,iPhone,4,Gustavo,Azevedo,2018-02-22,Rio de Janeiro,5300.0,21200.0,22,2,Fev,2018,Qui,Gustavo Azevedo
HL1918,iPhone,1,Thiago,Miura,2018-08-30,Rio de Janeiro,5300.0,5300.0,30,8,Ago,2018,Qui,Thiago Miura
HL4379,Televisão,5,Rogério,Pereira,2018-02-16,Rio de Janeiro,2500.0,12500.0,16,2,Fev,2018,Sex,Rogério Pereira
HL7348,SmartWatch,4,Julie,Ferreira,2018-07-14,Rio de Janeiro,1400.0,5600.0,14,7,Jul,2018,Sáb,Julie Ferreira
HL1918,iPhone,5,Lucas,Lima,2018-08-30,Rio de Janeiro,5300.0,26500.0,30,8,Ago,2018,Qui,Lucas Lima
HL1918,iPhone,4,Jonas,Gomes,2018-10-21,Rio de Janeiro,5300.0,21200.0,21,10,Out,2018,Dom,Jonas Gomes
HL4379,Televisão,4,Rodrigo,Silva,2018-07-05,Rio de Janeiro,2500.0,10000.0,5,7,Jul,2018,Qui,Rodrigo Silva
HL4379,Televisão,3,Rafael,Ramos,2018-12-02,Rio de Janeiro,2500.0,7500.0,2,12,Dez,2018,Dom,Rafael Ramos
HL4379,Televisão,3,Henrique,Villanova,2018-01-21,Rio de Janeiro,2500.0,7500.0,21,1,Jan,2018,Dom,Henrique Villanova
HL1918,iPhone,2,Raissa,Sales,2018-03-22,Rio de Janeiro,5300.0,10600.0,22,3,Mar,2018,Qui,Raissa Sales
HL4379,Televisão,3,Pedro,Ayres,2018-01-30,Rio de Janeiro,2500.0,7500.0,30,1,Jan,2018,Ter,Pedro Ayres
HL1148,Câmera,2,Luiza,Cavalcanti,2018-12-28,Rio de Janeiro,2100.0,4200.0,28,12,Dez,2018,Sex,Luiza Cavalcanti
